Reference Code,Solution Name (Eng),Cosine Similarity
S-0283,All-in-one Mobile Productivity Platform,0.4808999300003052
S-0229,SonoWatermark,0.479958176612854
S-0210,AI Cloud for Smart Construction,0.4794989228248596
S-0224,OceanX Workflow,0.47775787115097046
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.47560787200927734
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.4749062657356262
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.4747755229473114
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.4740132689476013
S-0008,Shape Security - Shape Enterprise Defense,0.47337499260902405
S-0157,NLP-powered Chatbot by Xiaomi,0.47304052114486694
S-0252,Critical Event Management,0.4723580479621887
S-0020,Machines Predictive Maintenance,0.4715351164340973
S-0019,Personalized Education System,0.47083625197410583
S-0086,Micro-Chip 2.0 for pets,0.47037720680236816
S-0093,DataOS System,0.4700230360031128
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.4691224694252014
S-0007,Smart Life,0.468092143535614
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.4671403467655182
S-0234,Pixel Eye Vision-Based Fall Detection,0.4659985601902008
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.46479594707489014
S-0168,IXIA Vision ONE (Network Packet Broker),0.4644468426704407
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.4643004834651947
S-0216,BMC Helix Service & Operations Management,0.463731050491333
S-0140,Drivelock,0.462715744972229
S-0060,FROM Network Audit Programs,0.46190282702445984
S-0046,SAP Digital Boardroom,0.46117451786994934
S-0241,Intelligent Data Platform,0.4590446352958679
S-0164,Relate App,0.45842501521110535
S-0230,STEMHUB Education Platform,0.4576667547225952
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.4570275843143463
S-0177,MAD Gaze Smart Glass,0.4534182846546173
S-0064,Smart Education(Class VR),0.45207005739212036
S-0193,Dahua Body Temp Measurement Solution,0.4519259035587311
S-0288,Mixed language Chatbot system with AI and voice functions,0.45070451498031616
S-0194,UWB Beacon RTLS Solution,0.45027926564216614
S-0090,Smart Employee Learning Management,0.4490814507007599
S-0026,Knowledge Management Solution (KM Power),0.4489983916282654
S-0246,Remo Video Conferencing,0.44845980405807495
S-0199,V-Key Mobile App Protection,0.44798582792282104
S-0061,A.I. and Mixed Reality Solution,0.4474489688873291
S-0123,Complete Encryption with HSM,0.4468200206756592
S-0130,OpenLegacy API factory,0.4465804994106293
S-0167,IXIA ThreatARMOR,0.4448930621147156
S-0189,COVID19 Community Prevention Software System,0.44411033391952515
S-0125,"BIM, BMS and IoT Integration",0.4425175189971924
S-0275,SMore-OCR,0.4414445161819458
S-0247,Seclore Digital Rights Management,0.4409540593624115
S-0136,Document Authentication,0.43652957677841187
S-0223,OceanX Share,0.4346429109573364
S-0052,OpenCloud CMP,0.4335119426250458
S-0077,Anywhere Networks,0.43250375986099243
S-0027,Big Data Enabler Service (project based),0.43160438537597656
S-0201,Non image base access control,0.4298863112926483
S-0248,OFS Website Tracking System,0.4273739159107208
S-0110,People Counting System (PCS),0.4266090989112854
S-0244,ServiceNow - ITSM solution,0.4233628511428833
S-0294,Live Webinar Streaming service,0.42314836382865906
S-0180,AR/ VR/ Interactive Design & Development,0.422573983669281
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.4222627878189087
S-0227,Intelligent liquid crystal dimming film,0.4199144244194031
S-0124,Enterprise Intelligent Assistant,0.4188365042209625
S-0265,Business Process Management Platform,0.415746808052063
S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.4137001931667328
S-0263,SafeGuard Series,0.4097139239311218
S-0158,Switchable Glass / Film,0.40949946641921997
S-0209,Control-M (BMC Software),0.4092066287994385
S-0137,Splunk,0.4084748923778534
S-0225,DocAnalyzer - Document Review Solution,0.40821373462677
S-0148,Zscaler,0.40613505244255066
S-0237,V-K V-OS Cloud Solutions,0.4043829143047333
S-0181,Artificial Intelligence Camera Solutions,0.4033200144767761
S-0176,Epidemic prevention and control management system,0.3991937041282654
S-0160,Smart glass,0.3975234031677246
S-0113,Video Analytics Solution,0.39414048194885254
S-0058,IoT Cybersecurity Testing and Certification Program,0.39262133836746216
S-0188,Data Vaccinator,0.3896476626396179
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.38923054933547974
S-0128,Iris by HKT - From Surveillance to Intelligence,0.38555219769477844
S-0014,2D Face Re-identification,0.3803660273551941
S-0138,Radware DefensePro and AppWall,0.3776305317878723
S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.3761086165904999
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.37468230724334717
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.37397533655166626
S-0141,HubSecurity,0.35669076442718506
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.35117125511169434
S-0139,imVision,0.34492969512939453
S-0109,Face Recognition Door Access System,0.33819007873535156
S-0076,NEC InfoCage FileShell,0.3367545008659363
S-0145,Arcserve® Appliance Series,0.3357037305831909
S-0271,Server Data Analysis Service (User & Data),0.32797756791114807
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.31569942831993103
S-0015,3D Face Re-identification,0.2930300831794739
