Reference Code,Solution Name (Eng),Cosine Similarity
S-0044,AI Escalator Safety Monitoring System,0.6806982755661011
S-0214,ACX Visitor Management System,0.6802402138710022
S-0094,Digital Transformation with Low code development platform,0.6802359819412231
S-0218,Chief,0.6783479452133179
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.6774152517318726
S-0236,Workflow automation solution,0.6755653619766235
S-0119,Ziizau - Optimization of route design,0.6751363277435303
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.6721020936965942
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.6699308156967163
S-0065,Smart Mobility,0.6698620319366455
S-0097,Smart Home e-Health Monitoring and Care System,0.6697105169296265
S-0087,Smart Citizen and Employee Self-Services,0.6693817973136902
S-0157,NLP-powered Chatbot by Xiaomi,0.6688629388809204
S-0127,Event Management technology,0.6675043702125549
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6660788655281067
S-0118,Alteryx,0.6654878854751587
S-0066,Smart Water Management,0.6651585102081299
S-0255,Authgear,0.6648491621017456
S-0110,People Counting System (PCS),0.6640357375144958
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.6635632514953613
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.6621017456054688
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.6617153882980347
S-0210,AI Cloud for Smart Construction,0.6606917381286621
S-0223,OceanX Share,0.659931480884552
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.6587200164794922
S-0124,Enterprise Intelligent Assistant,0.6582231521606445
S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.6575115919113159
S-0197,WCL Robotic Process Automation Solution,0.6560642719268799
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.6559743881225586
S-0064,Smart Education(Class VR),0.6551346778869629
S-0139,imVision,0.6547231078147888
S-0222,Agorize Innovation Sourcing Platform,0.6542932987213135
S-0135,ISS Analytics Services,0.6532773971557617
S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.6528525352478027
S-0075,Altai SuperWiFi Solution,0.6525807976722717
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.6522506475448608
S-0219,"VR Virtual Store, Training & Education System",0.6508862972259521
S-0019,Personalized Education System,0.6498743891716003
S-0050,Deloitte ASSIST,0.6488069295883179
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6464227437973022
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.6456956267356873
S-0164,Relate App,0.64435875415802
S-0134,Smart Building - Energy Management and Optimization Solutions,0.6438151597976685
S-0009,Precise And Responsive Indoor Location Tracking,0.6437188386917114
S-0194,UWB Beacon RTLS Solution,0.6436183452606201
S-0104,Litbulb Technologies,0.6432379484176636
S-0120,Raspect-ACE,0.6423326730728149
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.6402825713157654
S-0262,Mobile application development,0.6400566101074219
S-0172,Earthy,0.6388617753982544
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.638603925704956
S-0069,Citizen Cloud,0.6372681856155396
S-0071,All-in-one Data Center - iDCmini System,0.6367948055267334
S-0155,Stella Enterprise Chatbot Builder,0.6363129615783691
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.6360467076301575
S-0105,Blockchain solution,0.6341526508331299
S-0084,NFC Product Authentication,0.6334825754165649
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.6329207420349121
S-0196,Personnel and Asset positioning management system,0.6328850984573364
S-0224,OceanX Workflow,0.6328120231628418
S-0188,Data Vaccinator,0.6325728893280029
S-0190,Una Interactive Training Platform,0.6322372555732727
S-0174,VR Training & Education System,0.6316900849342346
S-0289,Life Planning & Blockchain,0.6309476494789124
S-0037,4D Immersive CAVE,0.6302838921546936
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.6288069486618042
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6285701394081116
S-0266,Site Audit and Inspection Recording System,0.6284027099609375
S-0011,Precise Outdoor Crowd Analysis,0.6276021003723145
S-0036,Intelligent Traffic Monitoring,0.6271414756774902
S-0253,Intelligent Face Mask,0.6256990432739258
S-0125,"BIM, BMS and IoT Integration",0.6251853704452515
S-0014,2D Face Re-identification,0.6245911717414856
S-0061,A.I. and Mixed Reality Solution,0.6243958473205566
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.624382734298706
S-0162,Automate the verification of electronic documents,0.6222323179244995
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.6197571158409119
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.6194417476654053
S-0263,SafeGuard Series,0.6189517974853516
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.6181114912033081
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.6178703308105469
S-0015,3D Face Re-identification,0.6177839040756226
S-0063,UHD Multi-Channel Video Live Broadcast,0.6172904372215271
S-0100,Super Massive 3D Model Data Expert,0.6172533631324768
S-0106,"Smart bin trash collection solution, especially remote area",0.613974392414093
S-0103,SP-RFID Smart Asset Management System,0.6124670505523682
S-0059,EMF Workplaces Evaluation Program,0.6121101379394531
S-0261,DragOnce Platform,0.611990213394165
S-0039,iQ-Dwell Time Management System,0.6112604141235352
S-0250,UiPath Automation Platform,0.6108070015907288
S-0292,Telepresence and Video Conferencing Solution,0.6105536222457886
S-0271,Server Data Analysis Service (User & Data),0.6089733839035034
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.6089698672294617
S-0240,Multilingual Voice Assistant,0.6076432466506958
S-0180,AR/ VR/ Interactive Design & Development,0.6069549918174744
S-0235,Pixel Eye Safety Helmets Detection,0.6068623065948486
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6028730869293213
S-0022,A smart lamp pole system with AI-enabled security system,0.6018573045730591
S-0043,fieldConnect,0.6014496088027954
S-0048,AI-based Application,0.6010565757751465
S-0115,All-in-one event management software,0.6006581783294678
S-0237,V-K V-OS Cloud Solutions,0.6005548238754272
S-0161,LiDAR and Optical Sensing applications for Smart City,0.6004717350006104
S-0091,Next Generation Growable Optical Networks,0.6002959609031677
S-0128,Iris by HKT - From Surveillance to Intelligence,0.600182056427002
S-0099,NB IoT Sensor Solution,0.5977776646614075
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.5976773500442505
S-0296,BLOK Pass App for Travel Bubble,0.5970595479011536
S-0171,Augmented Reality (AR) model,0.595470666885376
S-0008,Shape Security - Shape Enterprise Defense,0.5954038500785828
S-0288,Mixed language Chatbot system with AI and voice functions,0.5944383144378662
S-0215,Self Check-in system for self-quarantined personal,0.5940889120101929
S-0205,Centrak Quarantine Management Solution,0.5940600633621216
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.5929749608039856
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.5857068300247192
S-0247,Seclore Digital Rights Management,0.5806346535682678
S-0156,Neo,0.5798872709274292
S-0267,Smart Fever Screening System,0.5793408155441284
S-0163,Ai-Knowie,0.5774190425872803
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.5768539905548096
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.5759226679801941
S-0054,TicketME Blockchain Ticketing Platform,0.5756414532661438
S-0232,"""Smart"" Car Park Management System",0.5750111937522888
S-0030,IoT Building Access Control System,0.5732128024101257
S-0130,OpenLegacy API factory,0.5706748962402344
S-0211,Customised Mobile Application solution,0.5703849792480469
S-0007,Smart Life,0.5676077604293823
S-0299,Office Delivery Robot,0.5666395425796509
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.5651090741157532
S-0165,Health Monitoring System,0.5630861520767212
S-0035,Document Delivery By Unmanned Vehicle,0.5609633326530457
S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.5591827630996704
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.5590696334838867
S-0168,IXIA Vision ONE (Network Packet Broker),0.5536050796508789
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.5521364808082581
S-0077,Anywhere Networks,0.5512130260467529
S-0234,Pixel Eye Vision-Based Fall Detection,0.5511892437934875
S-0021,ReportNOW,0.5507721900939941
S-0138,Radware DefensePro and AppWall,0.5489557981491089
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.5481711626052856
S-0166,IXIA BREAKINGPOINT,0.545861005783081
S-0131,ISS Project Management System,0.5450229644775391
S-0199,V-Key Mobile App Protection,0.5428215861320496
S-0170,Nixplay Signage,0.5418930053710938
S-0145,Arcserve® Appliance Series,0.5398439168930054
S-0107,POARD Your Presentation Stage,0.5396541357040405
S-0229,SonoWatermark,0.5342352390289307
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.5338477492332458
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5332544445991516
S-0238,Rice Robotics,0.5327250957489014
S-0034,Cloud Energy Management Platform,0.5316338539123535
S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.5307144522666931
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.5301448106765747
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.5281273126602173
S-0142,NetMotion Mobility,0.5277961492538452
S-0282,Chatbot Solution - ccRobot,0.5238839983940125
S-0020,Machines Predictive Maintenance,0.5227231979370117
S-0159,Integrated Smart Film Solutions,0.5213024616241455
S-0273,Talos,0.5189528465270996
S-0227,Intelligent liquid crystal dimming film,0.5159424543380737
S-0208,Indoor Map and Positioning for Smart City,0.5157111883163452
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.5153418183326721
S-0177,MAD Gaze Smart Glass,0.510787844657898
S-0005,Smart Lamp Pole and Robotic,0.5094295144081116
S-0141,HubSecurity,0.5051482319831848
S-0153,Dynatrace,0.5019179582595825
S-0136,Document Authentication,0.4991406202316284
S-0111,Smart car park solution,0.49726080894470215
S-0207,Pandemic Management System,0.4886816143989563
S-0040,RVM One Stop Recycling Solution,0.48757439851760864
S-0081,iQ-Road and Traffic Management,0.48678356409072876
S-0140,Drivelock,0.4837785065174103
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.4835249185562134
S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.480360746383667
S-0213,Radar-based smart motion and position tracking system,0.477365106344223
S-0158,Switchable Glass / Film,0.4732951819896698
S-0181,Artificial Intelligence Camera Solutions,0.46926674246788025
S-0242,Queue-it -  Virtual Waiting Room,0.46720683574676514
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.4623955190181732
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.46074962615966797
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.4595811069011688
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.45344477891921997
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.4533866345882416
S-0279,RoomQ virtual waiting room for massive traffic,0.44961977005004883
S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.44957098364830017
S-0148,Zscaler,0.4487344026565552
S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.4454689621925354
S-0108,SparkXIO Smart Car Park Management System,0.44461190700531006
S-0092,Enable the wireless connectivity for IoT devices,0.44420522451400757
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.43921858072280884
S-0098,ECOPLANT Solar Tracking Solar Panel System,0.43622320890426636
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.43104586005210876
S-0294,Live Webinar Streaming service,0.43042895197868347
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.43033432960510254
S-0116,Smart Parking Solution,0.42277589440345764
S-0245,Locobike：Automatic Bicycle Rental System,0.4084201753139496
S-0070,Well井 Smart Water Station,0.40709948539733887
S-0076,NEC InfoCage FileShell,0.40181776881217957
S-0176,Epidemic prevention and control management system,0.40116530656814575
S-0109,Face Recognition Door Access System,0.3965263366699219
S-0086,Micro-Chip 2.0 for pets,0.3881368041038513
S-0062,Parkingbnb,0.385934054851532
S-0264,Smart Parking with Video Analytics,0.3854881525039673
S-0160,Smart glass,0.3723183870315552
S-0193,Dahua Body Temp Measurement Solution,0.36828988790512085
S-0201,Non image base access control,0.36715805530548096
S-0167,IXIA ThreatARMOR,0.33910566568374634
S-0251,Self Service Bike Rental Solution,0.33831948041915894
S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.29993581771850586
S-0189,COVID19 Community Prevention Software System,0.272884726524353
S-0042,Smart Water Duct Valve for shared Housing,0.22965258359909058
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.16022498905658722
